id	description	uniprotIDs	ncbiIDs
B25R03C01	La ribonucleoprotein domain family, member 2 (LARP2)	Q659C4	BC030516.1
B25R03C02	La ribonucleoprotein domain family, member 2 (LARP2)	Q659C4	BC030516.1
B25R03C03	cleavage stimulation factor, 3' pre-RNA, subunit 2, 64kDa (CSTF2)	P33240	NM_001325.1
B25R03C04	cleavage stimulation factor, 3' pre-RNA, subunit 2, 64kDa (CSTF2)	P33240	NM_001325.1
B25R03C05	basic transcription factor 3 (BTF3), transcript variant 2	P20290	NM_001207.2
B25R03C06	basic transcription factor 3 (BTF3), transcript variant 2	P20290	NM_001207.2
B25R03C07	CD74 molecule, major histocompatibility complex, class II invariant chain (CD74), transcript variant 2	P04233	NM_004355.1
B25R03C08	CD74 molecule, major histocompatibility complex, class II invariant chain (CD74), transcript variant 2	P04233	NM_004355.1
B25R03C09	DNA-damage-inducible transcript 4 protein	Q9NX09	NM_019058.1
B25R03C10	DNA-damage-inducible transcript 4 protein	Q9NX09	NM_019058.1
B25R03C11	FUS interacting protein (serine/arginine-rich) 1 (FUSIP1), transcript variant 2	O75494	NM_054016.1
B25R03C12	FUS interacting protein (serine/arginine-rich) 1 (FUSIP1), transcript variant 2	O75494	NM_054016.1
B25R03C13	annexin A2 (ANXA2), transcript variant 3	P07355	NM_004039.1
B25R03C14	annexin A2 (ANXA2), transcript variant 3	P07355	NM_004039.1
B25R03C15	serine hydroxymethyltransferase 1 (soluble) (SHMT1), transcript variant 1	P34896	NM_004169.2
B25R03C16	serine hydroxymethyltransferase 1 (soluble) (SHMT1), transcript variant 1	P34896	NM_004169.2
B25R03C17	acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase) (ACAA2)	P42765	BC001918.1
B25R03C18	acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase) (ACAA2)	P42765	BC001918.1
B25R03C19	C-terminal binding protein 2 (CTBP2)	P56545	BC037900.2
B25R03C20	C-terminal binding protein 2 (CTBP2)	P56545	BC037900.2
B25R03C21	xylosylprotein beta 1,4-galactosyltransferase, polypeptide 7 (galactosyltransferase I) (B4GALT7)	Q9UBV7	NM_007255.1
B25R03C22	xylosylprotein beta 1,4-galactosyltransferase, polypeptide 7 (galactosyltransferase I) (B4GALT7)	Q9UBV7	NM_007255.1
B25R04C01	heme binding protein 1 (HEBP1)	Q9NRV9	NM_015987.2
B25R04C02	heme binding protein 1 (HEBP1)	Q9NRV9	NM_015987.2
B25R04C03	UBX domain-containing protein 6	Q9BZV1	BC007414.2
B25R04C04	UBX domain-containing protein 6	Q9BZV1	BC007414.2
B25R04C05	pim-1 oncogene (PIM1)	P11309	NM_002648.1
B25R04C06	pim-1 oncogene (PIM1)	P11309	NM_002648.1
B25R04C07	hippocalcin like 4 (HPCAL4)	Q9UM19	BC030827.1
B25R04C08	hippocalcin like 4 (HPCAL4)	Q9UM19	BC030827.1
B25R04C09	signal transducing adaptor molecule (SH3 domain and ITAM motif) 1 (STAM)	Q92783	BC030586.2
B25R04C10	signal transducing adaptor molecule (SH3 domain and ITAM motif) 1 (STAM)	Q92783	BC030586.2
B25R04C11	sperm associated antigen 6 (SPAG6)	O75602	BC030585.2
B25R04C12	sperm associated antigen 6 (SPAG6)	O75602	BC030585.2
B25R04C13	stannin (SNN)	O75324	NM_003498.2
B25R04C14	stannin (SNN)	O75324	NM_003498.2
B25R04C15	RNA-binding protein 42	Q9BTD8	BC031682.1
B25R04C16	RNA-binding protein 42	Q9BTD8	BC031682.1
B25R04C17	paroxysmal nonkinesigenic dyskinesia (PNKD)	Q8N490	BC021118.1
B25R04C18	paroxysmal nonkinesigenic dyskinesia (PNKD)	Q8N490	BC021118.1
B25R04C19	nidogen 1 (NID1)	P14543	BC045606.1
B25R04C20	nidogen 1 (NID1)	P14543	BC045606.1
B25R04C21	solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 1 (SLC9A3R1)	O14745	NM_004252.1
B25R04C22	solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 1 (SLC9A3R1)	O14745	NM_004252.1
B25R05C01	annexin A2 (ANXA2)	P07355	BC009564.1,BC023990.1
B25R05C02	annexin A2 (ANXA2)	P07355	BC009564.1,BC023990.1
B25R05C03	BTB/POZ domain-containing protein KCTD18	Q6PI47	NM_152387.2,BC059366.1
B25R05C04	BTB/POZ domain-containing protein KCTD18	Q6PI47	NM_152387.2,BC059366.1
B25R05C05	family with sequence similarity 96, member B (FAM96B)	Q9Y3D0	NM_016062.1
B25R05C06	family with sequence similarity 96, member B (FAM96B)	Q9Y3D0	NM_016062.1
B25R05C07	polymerase I and transcript release factor (PTRF)	Q6NZI2	NM_012232.2
B25R05C08	polymerase I and transcript release factor (PTRF)	Q6NZI2	NM_012232.2
B25R05C09	growth arrest and DNA-damage-inducible, gamma (GADD45G)	O95257	NM_006705.2
B25R05C10	growth arrest and DNA-damage-inducible, gamma (GADD45G)	O95257	NM_006705.2
B25R05C11	syndecan 4 (SDC4)	P31431	BC030805.1
B25R05C12	syndecan 4 (SDC4)	P31431	BC030805.1
B25R05C13	WD repeat domain 18 (WDR18)	Q9BV38	BC001648.1
B25R05C14	WD repeat domain 18 (WDR18)	Q9BV38	BC001648.1
B25R05C15	minichromosome maintenance complex component 7 (MCM7)	P33993	BC009398.1
B25R05C16	minichromosome maintenance complex component 7 (MCM7)	P33993	BC009398.1
B25R05C17	dynein, axonemal, light intermediate chain 1 (DNALI1)	O14645	BC046117.1
B25R05C18	dynein, axonemal, light intermediate chain 1 (DNALI1)	O14645	BC046117.1
B25R05C19	hypothetical protein FLJ30934 (FLJ30934)	Q86XE0,Q8IW53	BC045563.1,BC040981.2
B25R05C20	hypothetical protein FLJ30934 (FLJ30934)	Q86XE0,Q8IW53	BC045563.1,BC040981.2
B25R05C21	chromosome 6 open reading frame 134 (C6orf134)	Q9BRS1,Q86X42	BC006105.1,BC047303.1
B25R05C22	chromosome 6 open reading frame 134 (C6orf134)	Q9BRS1,Q86X42	BC006105.1,BC047303.1
B25R06C01	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase (GART), transcript variant 2	P22102	NM_175085.1
B25R06C02	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase (GART), transcript variant 2	P22102	NM_175085.1
B25R06C03	anthrax toxin receptor 1 (ANTXR1), transcript variant 3	Q9H6X2	NM_018153.2
B25R06C04	anthrax toxin receptor 1 (ANTXR1), transcript variant 3	Q9H6X2	NM_018153.2
B25R06C05	glucan (1,4-alpha-), branching enzyme 1 (glycogen branching enzyme, Andersen disease, glycogen storage disease type IV) (GBE1)	Q04446	BC012098.1
B25R06C06	glucan (1,4-alpha-), branching enzyme 1 (glycogen branching enzyme, Andersen disease, glycogen storage disease type IV) (GBE1)	Q04446	BC012098.1
B25R06C07	mitochondrial ribosomal protein L44 (MRPL44), nuclear gene encoding mitochondrial protein	Q9H9J2	NM_022915.2
B25R06C08	mitochondrial ribosomal protein L44 (MRPL44), nuclear gene encoding mitochondrial protein	Q9H9J2	NM_022915.2
B25R06C09	fibronectin type III domain containing 8 (FNDC8)	Q8TC99	BC024002.2
B25R06C10	fibronectin type III domain containing 8 (FNDC8)	Q8TC99	BC024002.2
B25R06C11	lectin, galactoside-binding, soluble, 7 (galectin 7) (LGALS7)	P47929	NM_002307.1
B25R06C12	lectin, galactoside-binding, soluble, 7 (galectin 7) (LGALS7)	P47929	NM_002307.1
B25R06C13	cytochrome b reductase 1 (CYBRD1)	Q6ZR51	BC065290.1
B25R06C14	cytochrome b reductase 1 (CYBRD1)	Q6ZR51	BC065290.1
B25R06C15	hypothetical protein FLJ37078 (FLJ37078)	Q8N0Y6	NM_153043.3
B25R06C16	hypothetical protein FLJ37078 (FLJ37078)	Q8N0Y6	NM_153043.3
B25R06C17	protein O-fucosyltransferase 2 (POFUT2), transcript variant 3	Q9Y2G5	NM_133635.3
B25R06C18	protein O-fucosyltransferase 2 (POFUT2), transcript variant 3	Q9Y2G5	NM_133635.3
B25R06C19	nucleophosmin (nucleolar phosphoprotein B23, numatrin) (NPM1)	A8K3N7,P06748	BC016768.1,BC009623.1,BC012566.1,BC021983.1
B25R06C20	nucleophosmin (nucleolar phosphoprotein B23, numatrin) (NPM1)	A8K3N7,P06748	BC016768.1,BC009623.1,BC012566.1,BC021983.1
B25R06C21	chromosome 9 open reading frame 78 (C9orf78)	Q9NZ63	BC017570.1,NM_016520.1
B25R06C22	chromosome 9 open reading frame 78 (C9orf78)	Q9NZ63	BC017570.1,NM_016520.1
B25R07C01	FtsJ homolog 1 (E. coli) (FTSJ1), transcript variant 1	Q9UET6	NM_012280.1
B25R07C02	FtsJ homolog 1 (E. coli) (FTSJ1), transcript variant 1	Q9UET6	NM_012280.1
B25R07C03	eukaryotic translation initiation factor 2B, subunit 2 beta, 39kDa (EIF2B2)	P49770	NM_014239.1
B25R07C04	eukaryotic translation initiation factor 2B, subunit 2 beta, 39kDa (EIF2B2)	P49770	NM_014239.1
B25R07C05	methyltransferase like 5 (METTL5)	Q9NRN9	BC000921.2
B25R07C06	methyltransferase like 5 (METTL5)	Q9NRN9	BC000921.2
B25R07C07	Protein odr-4 homolog	Q5SWX8	BC003397.1
B25R07C08	Protein odr-4 homolog	Q5SWX8	BC003397.1
B25R07C09	chromosome 8 open reading frame 13 (C8orf13)	Q96KS9	BC048214.1
B25R07C10	chromosome 8 open reading frame 13 (C8orf13)	Q96KS9	BC048214.1
B25R07C11	hypoxanthine phosphoribosyltransferase 1 (Lesch-Nyhan syndrome) (HPRT1)	P00492	BC000578.1
B25R07C12	hypoxanthine phosphoribosyltransferase 1 (Lesch-Nyhan syndrome) (HPRT1)	P00492	BC000578.1
B25R07C13	ATG16 autophagy related 16-like 1 (S. cerevisiae) (ATG16L1), transcript variant 1	Q676U5	NM_030803.5
B25R07C14	ATG16 autophagy related 16-like 1 (S. cerevisiae) (ATG16L1), transcript variant 1	Q676U5	NM_030803.5
B25R07C15	acyl-CoA synthetase medium-chain family member 3 (ACSM3), transcript variant 1	Q53FZ2	NM_005622.3
B25R07C16	acyl-CoA synthetase medium-chain family member 3 (ACSM3), transcript variant 1	Q53FZ2	NM_005622.3
B25R07C17	heat shock protein, alpha-crystallin-related, B9 (HSPB9)	Q9BQS6	NM_033194.1
B25R07C18	heat shock protein, alpha-crystallin-related, B9 (HSPB9)	Q9BQS6	NM_033194.1
B25R07C19	neural precursor cell expressed, developmentally down-regulated 8 (NEDD8)	Q15843	NM_006156.1
B25R07C20	neural precursor cell expressed, developmentally down-regulated 8 (NEDD8)	Q15843	NM_006156.1
B25R07C21	secernin 2 (SCRN2)	Q96FV2	NM_138355.1
B25R07C22	secernin 2 (SCRN2)	Q96FV2	NM_138355.1
B25R08C01	chromosome 1 open reading frame 2 (C1orf2)	Q96AD8	BC017262.1
B25R08C02	chromosome 1 open reading frame 2 (C1orf2)	Q96AD8	BC017262.1
B25R08C03	KIAA1530 protein (KIAA1530)	Q69YU2	BC021930.1
B25R08C04	KIAA1530 protein (KIAA1530)	Q69YU2	BC021930.1
B25R08C05	interferon, gamma-inducible protein 30 (IFI30)	P13284	NM_006332.1
B25R08C06	interferon, gamma-inducible protein 30 (IFI30)	P13284	NM_006332.1
B25R08C07	Potassium voltage-gated channel subfamily V member 1	Q5RC10	BC028739.2
B25R08C08	Potassium voltage-gated channel subfamily V member 1	Q5RC10	BC028739.2
B25R08C09	tripartite motif-containing 39 (TRIM39), transcript variant 2	Q5STG4	NM_172016.1
B25R08C10	tripartite motif-containing 39 (TRIM39), transcript variant 2	Q5STG4	NM_172016.1
B25R08C11	ATP binding domain 1 family, member C (ATPBD1C)	Q9UHW5	NM_016301.2
B25R08C12	ATP binding domain 1 family, member C (ATPBD1C)	Q9UHW5	NM_016301.2
B25R08C13	Transcription factor SOX-5	P35711	BC029220.1
B25R08C14	Transcription factor SOX-5	P35711	BC029220.1
B25R08C15	hydroxysteroid (17-beta) dehydrogenase 12 (HSD17B12)	Q53GQ0	BC012536.1
B25R08C16	hydroxysteroid (17-beta) dehydrogenase 12 (HSD17B12)	Q53GQ0	BC012536.1
B25R08C17	eukaryotic translation initiation factor 4H (EIF4H), transcript variant 2	A8K3R1	NM_031992.1
B25R08C18	eukaryotic translation initiation factor 4H (EIF4H), transcript variant 2	A8K3R1	NM_031992.1
B25R08C19	SEC13-like 1 (S. cerevisiae) (SEC13L1), transcript variant 1	P55735	NM_030673.1,NM_030673.2
B25R08C20	SEC13-like 1 (S. cerevisiae) (SEC13L1), transcript variant 1	P55735	NM_030673.1,NM_030673.2
B25R08C21	zinc finger protein 24 (ZNF24)	P17028	BC003566.1
B25R08C22	zinc finger protein 24 (ZNF24)	P17028	BC003566.1
B25R09C01	fibroblast growth factor 12 (FGF12), transcript variant 1	P61328	NM_021032.2
B25R09C02	fibroblast growth factor 12 (FGF12), transcript variant 1	P61328	NM_021032.2
B25R09C03	chromosome X and Y open reading frame 2 (CXYorf2)	Q9H8Q0	NM_025091.2
B25R09C04	chromosome X and Y open reading frame 2 (CXYorf2)	Q9H8Q0	NM_025091.2
B25R09C05	chromosome 5 open reading frame 20 (C5orf20)	Q8TF63	NM_130848.1
B25R09C06	chromosome 5 open reading frame 20 (C5orf20)	Q8TF63	NM_130848.1
B25R09C07	unconventional SNARE in the ER 1 homolog (S. cerevisiae) (USE1)	Q9NZ43	NM_018467.2,BC006005.1
B25R09C08	unconventional SNARE in the ER 1 homolog (S. cerevisiae) (USE1)	Q9NZ43	NM_018467.2,BC006005.1
B25R09C09	kallikrein 1 (KLK1)	P06870	BC005313.1
B25R09C10	kallikrein 1 (KLK1)	P06870	BC005313.1
B25R09C11	Arginyl-tRNA--protein transferase 1	Q2PFX0	NM_007041.1
B25R09C12	Arginyl-tRNA--protein transferase 1	Q2PFX0	NM_007041.1
B25R09C13	guanine nucleotide binding protein (G protein), beta polypeptide 1-like (GNB1L)	Q9BYB4	NM_053004.1
B25R09C14	guanine nucleotide binding protein (G protein), beta polypeptide 1-like (GNB1L)	Q9BYB4	NM_053004.1
B25R09C15	argininosuccinate synthetase 1 (ASS1), transcript variant 2	P00966	NM_054012.1
B25R09C16	argininosuccinate synthetase 1 (ASS1), transcript variant 2	P00966	NM_054012.1
B25R09C17	chromosome 10 open reading frame 116 (C10orf116)	Q15847	NM_006829.1
B25R09C18	chromosome 10 open reading frame 116 (C10orf116)	Q15847	NM_006829.1
B25R09C19	Protein MCM10 homolog	Q7L590	BC004876.1
B25R09C20	Protein MCM10 homolog	Q7L590	BC004876.1
B25R09C21	Acyl-CoA dehydrogenase family member 9, mitochondrial	Q9H845	BC001817.1
B25R09C22	Acyl-CoA dehydrogenase family member 9, mitochondrial	Q9H845	BC001817.1
B25R10C01	Uncharacterized protein KIAA0947	Q9Y2F5	BC004902.1
B25R10C02	Uncharacterized protein KIAA0947	Q9Y2F5	BC004902.1
B25R10C03	RAD54 homolog B (S. cerevisiae) (RAD54B)	O95073	BC033710.2
B25R10C04	RAD54 homolog B (S. cerevisiae) (RAD54B)	O95073	BC033710.2
B25R10C05	MAP kinase-interacting serine/threonine-protein kinase 2	Q9HBH9	NM_017572.1,NM_017572.2
B25R10C06	MAP kinase-interacting serine/threonine-protein kinase 2	Q9HBH9	NM_017572.1,NM_017572.2
B25R10C07	ribosomal protein S6 kinase, 70kDa, polypeptide 2 (RPS6KB2)	Q9UBS0	BC006106.1
B25R10C08	ribosomal protein S6 kinase, 70kDa, polypeptide 2 (RPS6KB2)	Q9UBS0	BC006106.1
B25R10C09	Hydroxysteroid dehydrogenase-like protein 2	Q6YN16	NM_032303.2
B25R10C10	Hydroxysteroid dehydrogenase-like protein 2	Q6YN16	NM_032303.2
B25R11C21	interleukin 1, beta (IL1B)	P01584	NM_000576.1
B25R11C22	interleukin 1, beta (IL1B)	P01584	NM_000576.1
B25R12C01	mitochondrial ribosomal protein L16 (MRPL16), nuclear gene encoding mitochondrial protein	Q9NX20	NM_017840.1
B25R12C02	mitochondrial ribosomal protein L16 (MRPL16), nuclear gene encoding mitochondrial protein	Q9NX20	NM_017840.1
B25R12C03	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 12 (GalNAc-T12) (GALNT12)	Q8IXK2	BC013945.1
B25R12C04	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 12 (GalNAc-T12) (GALNT12)	Q8IXK2	BC013945.1
B25R12C05	Matrix metalloproteinase 3 (stromelysin 1, progelatinase) (MMP3), mRNA	NA	NA
B25R12C06	Matrix metalloproteinase 3 (stromelysin 1, progelatinase) (MMP3), mRNA	NA	NA
B25R12C07	Phosphofurin acidic cluster sorting protein 2	Q86VP3	BC050351.1
B25R12C08	Phosphofurin acidic cluster sorting protein 2	Q86VP3	BC050351.1
B25R12C09	Succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial	Q96I99	BC068602.1
B25R12C10	Succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial	Q96I99	BC068602.1
B25R12C11	Rho guanine nucleotide exchange factor (GEF) 7, mRNA (cDNA clone MGC:33815 IMAGE:5262912), complete cds	Q5W9H1	BC033905.1
B25R12C12	Rho guanine nucleotide exchange factor (GEF) 7, mRNA (cDNA clone MGC:33815 IMAGE:5262912), complete cds	Q5W9H1	BC033905.1
B25R12C13	TBC domain-containing protein kinase-like protein	Q8TEA7	BC068496.1
B25R12C14	TBC domain-containing protein kinase-like protein	Q8TEA7	BC068496.1
B25R12C15	grancalcin, EF-hand calcium binding protein (GCA)	P28676	NM_012198.2
B25R12C16	grancalcin, EF-hand calcium binding protein (GCA)	P28676	NM_012198.2
B25R12C17	ribosomal protein L30 (RPL30)	P62888	NM_000989.2
B25R12C18	ribosomal protein L30 (RPL30)	P62888	NM_000989.2
B25R12C19	hydroxyacylglutathione hydrolase (HAGH), transcript variant 1	Q16775	NM_005326.2
B25R12C20	hydroxyacylglutathione hydrolase (HAGH), transcript variant 1	Q16775	NM_005326.2
B25R12C21	39S ribosomal protein L1, mitochondrial	Q9BYD6	BC015109.1
B25R12C22	39S ribosomal protein L1, mitochondrial	Q9BYD6	BC015109.1
B25R13C01	Long-chain fatty acid transport protein 3	Q5K4L6	NM_024330.1
B25R13C02	Long-chain fatty acid transport protein 3	Q5K4L6	NM_024330.1
B25R13C03	cell cycle related kinase (CCRK)	O95137	BC002655.2
B25R13C04	cell cycle related kinase (CCRK)	O95137	BC002655.2
B25R13C05	serum amyloid A1 (SAA1)	P02735	BC007022.1
B25R13C06	serum amyloid A1 (SAA1)	P02735	BC007022.1
B25R13C07	ATP-binding cassette, sub-family E (OABP), member 1 (ABCE1)	P61221	BC016283.1
B25R13C08	ATP-binding cassette, sub-family E (OABP), member 1 (ABCE1)	P61221	BC016283.1
B25R13C09	Coiled-coil-helix-coiled-coil-helix domain-containing protein 7	Q9BUK0	NM_001011667.1,NM_001011669.1,NM_001011670.1
B25R13C10	Coiled-coil-helix-coiled-coil-helix domain-containing protein 7	Q9BUK0	NM_001011667.1,NM_001011669.1,NM_001011670.1
B25R13C11	Transmembrane inner ear expressed protein	Q8NEW7	NM_147196.1
B25R13C12	Transmembrane inner ear expressed protein	Q8NEW7	NM_147196.1
B25R13C13	WD repeat domain 25 (WDR25)	Q64LD2	NM_024515.1
B25R13C14	WD repeat domain 25 (WDR25)	Q64LD2	NM_024515.1
B25R13C15	chromosome 4 open reading frame 15 (C4orf15)	Q68CZ6	NM_024511.3
B25R13C16	chromosome 4 open reading frame 15 (C4orf15)	Q68CZ6	NM_024511.3
B25R13C17	ribonuclease P/MRP 40kDa subunit (RPP40)	Q8WVK8	BC017871.1
B25R13C18	ribonuclease P/MRP 40kDa subunit (RPP40)	Q8WVK8	BC017871.1
B25R13C19	carbonic anhydrase VB, mitochondrial (CA5B), nuclear gene encoding mitochondrial protein	Q9Y2D0	NM_007220.1
B25R13C20	carbonic anhydrase VB, mitochondrial (CA5B), nuclear gene encoding mitochondrial protein	Q9Y2D0	NM_007220.1
B25R13C21	DNA helicase HEL308 (HEL308)	Q96EX7	BC011863.2
B25R13C22	DNA helicase HEL308 (HEL308)	Q96EX7	BC011863.2
B25R14C01	centrosome and spindle pole associated protein 1 (CSPP1), transcript variant 2	Q1MSJ5	NM_024790.2
B25R14C02	centrosome and spindle pole associated protein 1 (CSPP1), transcript variant 2	Q1MSJ5	NM_024790.2
B25R14C03	chromosome 1 open reading frame 159 (C1orf159)	Q5T2W9	BC008788.2
B25R14C04	chromosome 1 open reading frame 159 (C1orf159)	Q5T2W9	BC008788.2
B25R14C05	Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase	Q9UQ10	NM_014475.2
B25R14C06	Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase	Q9UQ10	NM_014475.2
B25R14C07	RasGEF domain family, member 1B (RASGEF1B)	Q0VAM2	BC036784.1
B25R14C08	RasGEF domain family, member 1B (RASGEF1B)	Q0VAM2	BC036784.1
B25R14C09	chromosome 17 open reading frame 83 (C17orf83)	Q8N839	BC033882.1
B25R14C10	chromosome 17 open reading frame 83 (C17orf83)	Q8N839	BC033882.1
B25R14C11	leucine rich repeat (in FLII) interacting protein 2 (LRRFIP2), transcript variant 2	A8K649	NM_017724.1
B25R14C12	leucine rich repeat (in FLII) interacting protein 2 (LRRFIP2), transcript variant 2	A8K649	NM_017724.1
B25R14C13	zinc finger CCCH-type containing 10 (ZC3H10)	Q96K80	NM_032786.1
B25R14C14	zinc finger CCCH-type containing 10 (ZC3H10)	Q96K80	NM_032786.1
B25R14C15	Calcium-binding mitochondrial carrier protein SCaMC-2	Q6KCM7	NM_052901.2
B25R14C16	Calcium-binding mitochondrial carrier protein SCaMC-2	Q6KCM7	NM_052901.2
B25R14C17	Coiled-coil domain-containing protein 113	Q9H0I3	NM_014157.2
B25R14C18	Coiled-coil domain-containing protein 113	Q9H0I3	NM_014157.2
B25R14C19	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 10, 22kDa (NDUFB10)	O96000	NM_004548.1
B25R14C20	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 10, 22kDa (NDUFB10)	O96000	NM_004548.1
B25R14C21	abhydrolase domain containing 14A (ABHD14A)	Q9BUJ0	NM_015407.3
B25R14C22	abhydrolase domain containing 14A (ABHD14A)	Q9BUJ0	NM_015407.3
B25R15C01	receptor (G protein-coupled) activity modifying protein 1 (RAMP1)	O60894	NM_005855.1
B25R15C02	receptor (G protein-coupled) activity modifying protein 1 (RAMP1)	O60894	NM_005855.1
B25R15C03	chromosome 1 open reading frame 92 (C1orf92)	Q8N4P6	BC033790.1
B25R15C04	chromosome 1 open reading frame 92 (C1orf92)	Q8N4P6	BC033790.1
B25R15C05	proteasome (prosome, macropain) 26S subunit, non-ATPase, 10 (PSMD10), transcript variant 2	O75832	NM_170750.1
B25R15C06	proteasome (prosome, macropain) 26S subunit, non-ATPase, 10 (PSMD10), transcript variant 2	O75832	NM_170750.1
B25R15C07	Rho family GTPase 2 (RND2)	P52198	NM_005440.3
B25R15C08	Rho family GTPase 2 (RND2)	P52198	NM_005440.3
B25R15C09	Huntingtin-interacting protein M	O75409	XM_048235.2
B25R15C10	Huntingtin-interacting protein M	O75409	XM_048235.2
B25R15C11	cornichon homolog (Drosophila) (CNIH)	O95406	NM_005776.2
B25R15C12	cornichon homolog (Drosophila) (CNIH)	O95406	NM_005776.2
B25R15C13	histone	NA	NA
B25R15C14	histone	NA	NA
B25R15C15	v-akt murine thymoma viral oncogene homolog 3 (protein kinase B, gamma) (AKT3), transcript variant 1	Q9Y243	NM_005465.3
B25R15C16	v-akt murine thymoma viral oncogene homolog 3 (protein kinase B, gamma) (AKT3), transcript variant 1	Q9Y243	NM_005465.3
B25R15C17	leukocyte tyrosine kinase (LTK), transcript variant 1	NA	NM_002344.3
B25R15C18	leukocyte tyrosine kinase (LTK), transcript variant 1	NA	NM_002344.3
B25R15C19	cyclin T1 (CCNT1)	O60563	NM_001240.2
B25R15C20	cyclin T1 (CCNT1)	O60563	NM_001240.2
B25R15C21	ret proto-oncogene (RET), transcript variant 4	NA	NM_020630.2
B25R15C22	ret proto-oncogene (RET), transcript variant 4	NA	NM_020630.2
B25R16C01	tec protein tyrosine kinase (TEC)	P42680	NM_003215.1
B25R16C02	tec protein tyrosine kinase (TEC)	P42680	NM_003215.1
B25R16C03	SNF1-like kinase 2 (SNF1LK2)	Q9H0K1	NM_015191.1
B25R16C04	SNF1-like kinase 2 (SNF1LK2)	Q9H0K1	NM_015191.1
B25R16C05	RAC-alpha serine/threonine-protein kinase	P31749	NM_005163.1
B25R16C06	RAC-alpha serine/threonine-protein kinase	P31749	NM_005163.1
B25R16C07	seryl-tRNA synthetase (SARS)	P49591	BC009390.1
B25R16C08	seryl-tRNA synthetase (SARS)	P49591	BC009390.1
B25R16C09	STEAP family member 3 (STEAP3)	Q658P3	BC042150.1
B25R16C10	STEAP family member 3 (STEAP3)	Q658P3	BC042150.1
B25R16C11	Serine/threonine-protein kinase PAK 1	Q13153	BC050377.1,NM_002576.2
